Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
CDQ009D,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,2017,2020,Questionnaire,None
CDQ009E,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,2017,2020,Questionnaire,None
CDQ009F,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,2017,2020,Questionnaire,None
CDQ009G,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,2017,2020,Questionnaire,None
CDQ009H,Please look at this card and show me where the pain or discomfort is located.,P_CDQ,Cardiovascular Health,2017,2020,Questionnaire,None
CDQ010,{Have you/Has SP} had shortness of breath either when hurrying on the level or walking up a slight hill?,P_CDQ,Cardiovascular Health,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_CDQ,Cardiovascular Health,2017,2020,Questionnaire,None
HEQ010,Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} Hepatitis B? (Hepatitis is a form of liver disease. Hepatitis B is an infection of the liver from the Hepatitis B virus (HBV).),P_HEQ,Hepatitis,2017,2020,Questionnaire,None
HEQ020,Please look at the drugs on this card that are prescribed for Hepatitis B. {Were you/Was/s/he/SP} ever prescribed any medicine to treat Hepatitis B?,P_HEQ,Hepatitis,2017,2020,Questionnaire,None
HEQ030,Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} Hepatitis C? (Hepatitis is a form of liver disease. Hepatitis C is an infection of the liver from the Hepatitis C virus (HCV).),P_HEQ,Hepatitis,2017,2020,Questionnaire,None
HEQ040,Please look at the drugs on this card that are prescribed for Hepatitis C. {Were you/ Was/s/he/SP} ever prescribed any medicine to treat Hepatitis C?,P_HEQ,Hepatitis,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_HEQ,Hepatitis,2017,2020,Questionnaire,None
HIQ011,{Are you/Is SP} covered by health insurance or some other kind of health care plan? [Include health insurance obtained through employment or purchased directly as well as government programs like Medicare and Medicaid that provide medical care or help pay medical bills.],P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ032A,{Are you/Is SP} covered by private insurance?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ032B,{Are you/Is SP} covered by Medicare?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ032C,{Are you/Is SP} covered by Medi-Gap?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ032D,{Are you/Is SP} covered by Medicaid?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ032E,{Are you/Is SP} covered by CHIP (Children's Health Insurance Program)?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ032H,{Are you/Is SP} covered by state-sponsored health plan?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ032I,{Are you/Is SP} covered by other government insurance?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ032J,{Are you/Is SP} NOT covered by any insurance?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ105,Insurance card available or not.,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ210,"In the past 12 months, was there any time when {you/SP} did not have any health insurance coverage?",P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ260,{Do you/Does SP} have Medicare?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
HIQ270,{Does this plan/Do any of these plans} cover any part of the cost of prescriptions?,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_HIQ,Health Insurance,2017,2020,Questionnaire,None
IMQ011,"Hepatitis (Hep-a-ti-tis) A vaccine is given as a two dose series to some children older than 2 years and also to some adults, especially people who travel outside the United States. It has only been available since 1995. {Have you/Has SP} ever received hepatitis A vaccine?",P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ020,"Hepatitis (Hep-a-ti-tis) B vaccine is given in three separate doses and has been recommended for all newborn infants since 1991. In 1995, it was recommended that adolescents be given the vaccine. Persons who may be exposed to other people's blood, such as health care workers, also may have received the vaccine. {Have you/Has SP} ever received the 3-dose series of the hepatitis B vaccine?",P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ060,"Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women. The HPV vaccines available are called Cervarix, Gardasil or Gardasil 9. It is given in 2 or 3 separate doses over a 6 month period. {Have you/Has SP} ever received one or more doses of the HPV vaccine?",P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ070,Human Papillomavirus (HPV) vaccine is given to prevent HPV infection and genital warts in boys and men. It is given in 2 or 3 separate doses over a 6 month period. {Have you/Has SP} ever received one or more doses of the HPV vaccine? (The brand name for the vaccine is Gardasil.),P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ081A,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ081B,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ081C,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ081D,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ090,How old {were you/was SP} when {you/SP} received your first dose of {Cervarix/Gardasil/Gardasil 9/Gardasil or Gardasil 9/the vaccine}?,P_IMQ,Immunization,2017,2020,Questionnaire,None
IMQ100,How many doses of {Cervarix/Gardasil/Gardasil or Gardasil 9/the vaccine} {have you/has SP} received?,P_IMQ,Immunization,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_IMQ,Immunization,2017,2020,Questionnaire,None
AGQ030,"During the past 12 months, {have you/has SP} had an episode of hay fever?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCD093,In what year did {you/SP} receive {your/his/her} first transfusion?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCD180b,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had congestive heart failure?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCD180c,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had coronary heart disease?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCD180d,"How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had angina, also called angina pectoris?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCD180e,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a heart attack (also called myocardial infarction)?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCD180F,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a stroke?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCD180l,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had any kind of liver condition?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCD180M,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had another thyroid problem?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ010,The following questions are about different medical conditions. Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} asthma (az-ma)?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ025,How old {were you/was SP} when {you were/s/he was} first told {you/he/she} had asthma (az-ma)?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ035,{Do you/Does SP} still have asthma (az-ma)?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ040,"During the past 12 months, {have you/has SP} had an episode of asthma (az-ma) or an asthma attack?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ050,"[During the past 12 months], {have you/has SP} had to visit an emergency room or urgent care center because of asthma (az-ma)?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ053,"During the past 3 months, {have you/has SP} been on treatment for anemia (a-nee-me-a), sometimes called ""tired blood"" or ""low blood""? [Include diet, iron pills, iron shots, transfusions as treatment.]",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ080,Has a doctor or other health professional ever told {you/SP} that {you were/s/he/SP was} overweight?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ092,{Have you/Has SP} ever received a blood transfusion?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ149,Have {SP's} periods or menstrual (men-stral) cycles started yet?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ151,How old was {SP} when she had {her} first menstrual period?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160a,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had arthritis (ar-thry-tis)?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160b,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had congestive heart failure?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160c,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had coronary (kor-o-nare-ee) heart disease?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160d,"Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had angina (an-gi-na), also called angina pectoris?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160e,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had a heart attack (also called myocardial infarction (my-o-car-dee-al in-fark-shun))?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160f,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had a stroke?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160l,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had any kind of liver condition?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160m,Has a doctor or other health professional ever told {you/SP} that {you/s/he} . . .had another thyroid (thigh-roid) problem?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ160p,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/he/she} . . . had chronic obstructive pulmonary disease or COPD, emphysema, or chronic bronchitis?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ170l,{Do you/Does SP} still . . . have any kind of liver condition?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ170m,{Do you/Does SP} still . . . have another thyroid problem?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ195,Which type of arthritis was it?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ220,{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had cancer or a malignancy (ma-lig-nan-see) of any kind?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ230a,1st cancer - what kind was it?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ230b,2nd cancer - what kind was it?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ230c,3rd cancer - what kind was it?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ230d,More than 3 kinds of cancer.,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ300a,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives including father, mother, sisters or brothers, ever told by a health professional that they had a heart attack or angina (an-gi-na) before the age of 50?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ300b,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives including father, mother, sisters or brothers, ever told by a health professional that they had asthma (az-ma)?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ300c,"Including living and deceased, were any of {SP's/your} close biological that is, blood relatives including father, mother, sisters or brothers, ever told by a health professional that they had diabetes?",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ366a,During the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: control {your/his/her} weight or lose weight?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ366b,During the past 12 months {have you/has s/he} ever been told by a doctor or health professional to:increase {your/his/her} physical activity or exercise?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ366c,During the past 12 months {have you/has s/he} ever been told by a doctor or health professional to:watch or reduce the amount of sodium or salt in {your/his/her} diet?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ366d,During the past 12 months {have you/has s/he} ever been told by a doctor or health professional to: watch or reduce the amount of fat or calories in {your/his/her} diet?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ371a,{Are you/Is s/he} now doing any of the following:controlling {your/his/her} weight or losing weight?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ371b,{Are you/Is s/he} now doing any of the following: increasing {your/his/her} physical activity or exercise?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ371c,{Are you/Is s/he} now doing any of the following: watching or reducing the amount of sodium or salt in {your/his/her} diet?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ371d,{Are you/Is s/he} now doing any of the following: watching or reducing the amount of fat or calories in {your/his/her} diet?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ500,Has a doctor or other health professional ever told {you/SP} that {you/s/he} ever had any kind of liver condition?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ510a,Which type of liver condition was it . . .,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ510b,Which type of liver condition was it . . .,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ510c,Which type of liver condition was it . . .,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ510d,Which type of liver condition was it . . .,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ510e,Which type of liver condition was it . . .,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ510f,Which type of liver condition was it . . .,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ520,During the past 12 months {have you/has s/he} had pain in the abdominal area shaded on the diagram?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ530,Sometimes people have more than one type of pain. I am going to ask you a few questions about the pain that has been the most uncomfortable in the past 12 months. For the pain that was most uncomfortable please show me where the pain was located.,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ540,{Have you/has s/he} ever seen a doctor about this pain?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ550,Has a doctor or other health professional ever told {you/SP} that {you/s/he} had gallstones?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ560,Have {you/s/he} ever had gallbladder surgery?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
MCQ570,How old {were you/was SP} when {you /s/he} first had gallbladder surgery?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
OSQ230,"The following question is about metal objects you may have inside your body. Do you have any artificial joints, pins, plates, metal suture material, or other types of metal objects in your body? Some common examples are on the hand card.",P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
RHD018,Derived from RHQ018 - In what month did {SP} have her first menstrual period?,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_MCQ,Medical Conditions,2017,2020,Questionnaire,None
PAD615,How much time {do you/does SP} spend doing vigorous-intensity activities at work on a typical day?,P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAD630,How much time {do you/does SP} spend doing moderate-intensity activities at work on a typical day?,P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAD645,How much time {do you/does SP} spend walking or bicycling for travel on a typical day?,P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAD660,"How much time {do you/does SP} spend doing vigorous-intensity sports, fitness or recreational activities on a typical day?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAD675,"How much time {do you/does SP} spend doing moderate-intensity sports, fitness or recreational activities on a typical day?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAD680,"The following question is about sitting at school, at home, getting to and from places, or with friends including time spent sitting at a desk, traveling in a car or bus, reading, playing cards, watching television, or using a computer. Do not include time spent sleeping. How much time {do you/does SP} usually spend sitting on a typical day?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ605,"Next I am going to ask you about the time {you spend/SP spends} doing different types of physical activity in a typical week. Think first about the time {you spend/he spends/she spends} doing work. Think of work as the things that {you have/he has/she has} to do such as paid or unpaid work, household chores, and yard work. Does {your/SP's} work involve vigorous-intensity activity that causes large increases in breathing or heart rate like carrying or lifting heavy loads, digging or construction work for at least 10 minutes continuously?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ610,"In a typical week, on how many days {do you/does SP} do vigorous-intensity activities as part of {your/his/her} work?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ620,Does {your/SP's} work involve moderate-intensity activity that causes small increases in breathing or heart rate such as brisk walking or carrying light loads for at least 10 minutes continuously?,P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ625,"In a typical week, on how many days {do you/does SP} do moderate-intensity activities as part of {your/his/her} work?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ635,"The next questions exclude the physical activity at work that you have already mentioned. Now I would like to ask you about the usual way {you travel/SP travels} to and from places. For example to school, for shopping, to work. In a typical week {do you/does SP} walk or use a bicycle for at least 10 minutes continuously to get to and from places?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ640,"In a typical week, on how many days {do you/does SP} walk or bicycle for at least 10 minutes continuously to get to and from places?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ650,"The next questions exclude the work and transport activities that you have already mentioned. Now I would like to ask you about sports, fitness and recreational activities. In a typical week {do you/does SP} do any vigorous-intensity sports, fitness, or recreational activities that cause large increases in breathing or heart rate like running or basketball for at least 10 minutes continuously?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ655,"In a typical week, on how many days {do you/does SP} do vigorous-intensity sports, fitness or recreational activities?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ665,"In a typical week {do you/does SP} do any moderate-intensity sports, fitness, or recreational activities that cause a small increase in breathing or heart rate such as brisk walking, bicycling, swimming, or volleyball for at least 10 minutes continuously?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ670,"In a typical week, on how many days {do you/does SP} do moderate-intensity sports, fitness or recreational activities?",P_PAQ,Physical Activity,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_PAQ,Physical Activity,2017,2020,Questionnaire,None
PAQ706,"I'd like to ask you some questions about {your/SP's} activities. During the past 7 days, on how many days {were you/was SP} physically active for a total of at least 60 minutes per day? Add up all the time {you/he/she} spent in any kind of physical activity that increased {your/his/her} heart rate and made {you/him/her} breathe hard some of the time.",P_PAQY,Physical Activity - Youth,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_PAQY,Physical Activity - Youth,2017,2020,Questionnaire,None
HUD062,About how long has it been since {you/SP} last saw a doctor or other health care professional about {your/his/her} health for any reason? READ IF NECESSARY: Include doctors seen while a patient in a hospital. READ IF NECESSARY: Do not include dental care.,P_HUQ,Hospital Utilization & Access to Care,2017,2020,Questionnaire,None
HUQ010,{First/Next} I have some general questions about {your/SP's} health. Would you say {your/SP's} health in general is . . .,P_HUQ,Hospital Utilization & Access to Care,2017,2020,Questionnaire,None
HUQ030,Is there a place that {you/SP} usually {go/goes} when {you are/he/she is} sick or {you/s/he} need{s} advice about {your/his/her} health?,P_HUQ,Hospital Utilization & Access to Care,2017,2020,Questionnaire,None
HUQ051,"{During the past 12 months, how/How} many times {have you/has SP} seen a doctor or other health care professional about {your/his/her} health at a doctor's office, a clinic or some other place? Do not include times {you were/s/he was} hospitalized overnight, visits to hospital emergency rooms, home visits or telephone calls.",P_HUQ,Hospital Utilization & Access to Care,2017,2020,Questionnaire,None
HUQ071,"{During the past 12 months, were you/{was} SP} a patient in a hospital overnight? Do not include an overnight stay in the emergency room.",P_HUQ,Hospital Utilization & Access to Care,2017,2020,Questionnaire,None
HUQ090,"During the past 12 months, that is since {DISPLAY CURRENT MONTH} of {DISPLAY LAST YEAR}, {have you/has SP} seen or talked to a mental health professional such as a psychologist, psychiatrist, psychiatric nurse or clinical social worker about {your/his/her} health?",P_HUQ,Hospital Utilization & Access to Care,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_HUQ,Hospital Utilization & Access to Care,2017,2020,Questionnaire,None
KIQ005,Many people have leakage of urine. The next few questions ask about urine leakage. How often {do you/does SP} have urinary leakage? Would {you/s/he} say . . .,P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ010,How much urine {do you/does SP} lose each time? Would {you/s/he} say . . .,P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ022,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had weak or failing kidneys? Do not include kidney stones, bladder infections, or incontinence.",P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ025,"In the past 12 months, {have you/has SP} received dialysis (either hemodialysis or peritoneal dialysis)?",P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ026,{Have you/Has SP} ever had kidney stones?,P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ029,In the past 12 months {have you/has SP} passed a kidney stone?,P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ042,"During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine with an activity like coughing, lifting or exercise?",P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ044,"During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine with an urge or pressure to urinate and {you/he/she} couldn't get to the toilet fast enough?`",P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ046,"During the past 12 months, {have you/has SP} leaked or lost control of even a small amount of urine without an activity like coughing, lifting, or exercise, or an urge to urinate?",P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ050,"During the past 12 months, how much did {your/her/his} leakage of urine bother {you/her/him}? Please select one of the following choices:",P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ052,"During the past 12 months, how much did {your/her/his} leakage of urine affect {your/her/his} day-to-day activities? Please select one of the following choices:",P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ430,How frequently does this occur? Would {you/s/he} say this occurs . . .,P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ450,How frequently does this occur? Would {you/s/he} say this occurs. . .,P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ470,How frequently does this occur? Would {you/s/he} say this occurs . . .,P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
KIQ480,"During the past 30 days, how many times per night did {you/SP} most typically get up to urinate, from the time {you/s/he} went to bed at night until the time {you/he/she} got up in the morning. Would {you/s/he} say",P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_KIQ_U,Kidney Conditions - Urology,2017,2020,Questionnaire,None
SEQN,Respondent sequence number.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXD021,"Ever had vaginal, anal, or oral sex.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXD031,"How old were you the first time you had any kind of sex, including {vaginal, anal, or oral / vaginal or anal / vaginal or oral / anal or oral / vaginal / anal / oral}?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXD101,"In your lifetime, with how many men have you had any kind of sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXD171,"In your lifetime, with how many women have you had any kind of sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXD450,"In the past 12 months, with how many men have you had any kind of sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXD510,"In the past 12 months, with how many women have you had any kind of sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ130,"In your lifetime with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ251,"In the past 12 months, about how often have you had {vaginal or anal/vaginal/anal} sex without using a condom?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ260,Has a doctor or other health care professional ever told you that you had genital herpes?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ267,How old were you when you were first told that you had genital warts?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ280,Are you circumcised or uncircumcised?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ295,Which of the following best represents how you think of yourself?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ296,Which of the following best represents how you think of yourself?,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ410,"In your lifetime, with how many men have you had anal or oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ490,"In the past 12 months, with how many women have you had sex? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ550,"In the past 12 months, with how many men have you had anal or oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ610,"In the past 12 months, about how many times have you had {vaginal or anal/vaginal/anal} sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ624,"In your lifetime, on how many men have you performed oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ627,"In the past 12 months, on how many men have you performed oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ636,"In your lifetime, on how many women have you performed oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ639,"In the past 12 months, on how many women have you performed oral sex?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ645,"When you performed oral sex in the past 12 months, how often would you use protection, like a condom or dental dam?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ648,"In the past 12 months, did you have any kind of sex with a person that you never had sex with before?",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ700,"Have you ever had vaginal sex, also called sexual intercourse, with a man? This means a man's penis in your vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ703,Have you ever performed oral sex on a man? This means putting your mouth on a man's penis or genitals.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ706,Have you ever had anal sex? This means contact between a man's penis and your anus or butt.,P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ709,"Have you ever had any kind of sex with a woman? By sex, we mean sexual contact with another woman's vagina or genitals.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
SXQ724,"In your lifetime, with how many men have you had vaginal sex? Vaginal sex means a man's penis in your vagina.",P_SXQ_R,Sexual Behavior - Adult,2017,2020,Questionnaire,RDC Only
